Name,Start,End,Open,High,Low,Close,Volume,Market Cap
Mantra-Dao,12/16/2024,12/17/2024,3.875440067,4.084510344,3.875440067,3.93724326,238264425.9,3356390029
Mantra-Dao,12/15/2024,12/16/2024,3.888721371,3.917597473,3.778190625,3.878725594,155757720.9,3229495568
Mantra-Dao,12/14/2024,12/15/2024,3.876395174,4.048818495,3.823372155,3.879528571,169856958.2,3293064296
Mantra-Dao,12/13/2024,12/14/2024,4.028230499,4.081788845,3.8446583,3.885095507,216892199.4,3290627224
Mantra-Dao,12/12/2024,12/13/2024,4.280750713,4.322283967,4.009366022,4.020372083,453273236.9,3482706754
Mantra-Dao,12/11/2024,12/12/2024,4.037222015,4.576882095,3.881506987,4.271142706,637833690.8,3506849751
Mantra-Dao,12/10/2024,12/11/2024,3.501759691,4.130404855,3.433791808,4.007040817,606557063.8,3240895016
Mantra-Dao,12/9/2024,12/10/2024,4.204445553,4.281847397,3.223766578,3.562370779,366379813.5,3296038791
Mantra-Dao,12/8/2024,12/9/2024,4.002256966,4.195433943,3.914050495,4.182147595,170971568,3385628259
Mantra-Dao,12/7/2024,12/8/2024,3.969161496,3.98410202,3.870695616,3.982979439,161761611.9,3283260955
Mantra-Dao,12/6/2024,12/7/2024,3.90343994,4.1793975,3.889225953,3.962649322,290690292.6,3377221812
Mantra-Dao,12/5/2024,12/6/2024,3.857470167,4.199498239,3.753236572,3.882693675,413494822.9,3320089445
Mantra-Dao,12/4/2024,12/5/2024,3.918845238,3.995399561,3.740403543,3.814181879,575446217.4,3232031515
Mantra-Dao,12/3/2024,12/4/2024,3.594443588,4.151493052,3.504646518,3.926687863,537594308.4,3149312202
Mantra-Dao,12/2/2024,12/3/2024,3.529192057,3.69614805,3.361858031,3.599915237,303835753.4,2986984323
Mantra-Dao,12/1/2024,12/2/2024,3.555496408,3.597522198,3.474754313,3.52402478,290803019.4,2956564398
Mantra-Dao,11/30/2024,12/1/2024,3.474661626,3.835281394,3.411704705,3.55985261,259438366.3,2982596024
Mantra-Dao,11/29/2024,11/30/2024,3.475566022,3.657934729,3.466867486,3.466867486,219586257.4,2961998498
Mantra-Dao,11/28/2024,11/29/2024,3.496632462,3.620750211,3.428632503,3.487449715,221178364.6,2951291840
Mantra-Dao,11/27/2024,11/28/2024,3.64100737,3.753560062,3.488495444,3.502021499,389353632.9,3011556793
Mantra-Dao,11/26/2024,11/27/2024,3.492997771,3.789756521,3.462983755,3.623456906,391042463.6,3022999976
Mantra-Dao,11/25/2024,11/26/2024,3.615656641,3.70713774,3.374053898,3.523428348,288068558.7,3017290723
Mantra-Dao,11/24/2024,11/25/2024,3.664010187,3.834993024,3.558930968,3.629155811,376027872.5,3093027682
Mantra-Dao,11/23/2024,11/24/2024,3.869557181,3.975217919,3.618867984,3.66348552,587232904.7,3166640347
Mantra-Dao,11/22/2024,11/23/2024,3.726966294,4.04557923,3.581117923,3.861376647,799187416.2,3140294957
Mantra-Dao,11/21/2024,11/22/2024,3.82071778,3.95006644,3.444476608,3.772369031,745717515.5,3032145001
Mantra-Dao,11/20/2024,11/21/2024,3.841406133,4.040035214,3.626184911,3.807017702,1039687286,3218157605
Mantra-Dao,11/19/2024,11/20/2024,3.795066392,4.389984588,3.788990517,3.872457691,1788152395,3346791810
Mantra-Dao,11/18/2024,11/19/2024,4.173617009,4.459312264,3.680811051,3.81320095,3012212433,3441641101
Mantra-Dao,11/17/2024,11/18/2024,2.564052018,4.251622143,2.545910081,4.159718441,1930003445,2817982527
Mantra-Dao,11/16/2024,11/17/2024,2.559754124,2.723579346,2.195040651,2.577754884,1269207249,1979940419
Mantra-Dao,11/15/2024,11/16/2024,1.687509008,2.47351093,1.567515686,2.47351093,445497756.1,1455195869
Mantra-Dao,11/14/2024,11/15/2024,1.391470485,1.836915851,1.391470485,1.694467439,226307464.5,1330720966
Mantra-Dao,11/13/2024,11/14/2024,1.526292871,1.536554412,1.357620404,1.391238316,217460452.1,1204339039
Mantra-Dao,11/12/2024,11/13/2024,1.485496553,1.604234953,1.309545799,1.532056086,172180295.2,1211293127
Mantra-Dao,11/11/2024,11/12/2024,1.435863631,1.504753903,1.369553788,1.504753903,140685138.8,1192156878
Mantra-Dao,11/10/2024,11/11/2024,1.413938157,1.519509451,1.380998132,1.43923642,83513667.84,1211013321
Mantra-Dao,11/9/2024,11/10/2024,1.372093284,1.423645657,1.357483754,1.414646188,45358421.2,1151950501
Mantra-Dao,11/8/2024,11/9/2024,1.408705124,1.418858421,1.355345314,1.374966977,69799474.41,1162744508
Mantra-Dao,11/7/2024,11/8/2024,1.419221071,1.481302676,1.402833714,1.406814888,93365892.95,1207409398
Mantra-Dao,11/6/2024,11/7/2024,1.305886672,1.418158918,1.305886672,1.418158918,80646123.72,1152526841
Mantra-Dao,11/5/2024,11/6/2024,1.28064603,1.326517001,1.272975478,1.305156966,48704153.81,1086245129
Mantra-Dao,11/4/2024,11/5/2024,1.348568682,1.363499439,1.258212943,1.274398466,54714859.76,1096181168
Mantra-Dao,11/3/2024,11/4/2024,1.382237444,1.3869221,1.315339257,1.351468849,51794148.64,1136203834
Mantra-Dao,11/2/2024,11/3/2024,1.44555654,1.453075983,1.371547138,1.379930684,79367124.95,1179810506
Mantra-Dao,11/1/2024,11/2/2024,1.404636871,1.492867439,1.366641851,1.432488757,94876159.14,1188410843
Mantra-Dao,10/31/2024,11/1/2024,1.436663709,1.439206413,1.381819732,1.398926776,76203774.23,1185966043
Mantra-Dao,10/30/2024,10/31/2024,1.393723418,1.49414658,1.385606904,1.437340064,92335794.23,1206391392
Mantra-Dao,10/29/2024,10/30/2024,1.358207438,1.398357345,1.348536456,1.388256328,106822235.8,1148508666
Mantra-Dao,10/28/2024,10/29/2024,1.457776169,1.459837601,1.3373131,1.356250643,175552101.7,1160247430
Mantra-Dao,10/27/2024,10/28/2024,1.266051242,1.454666655,1.261548349,1.443019619,45756067.42,1097510014
Mantra-Dao,10/26/2024,10/27/2024,1.268295159,1.304873214,1.261946386,1.26567413,60417832.73,1073198543
Mantra-Dao,10/25/2024,10/26/2024,1.346191021,1.347885849,1.224764112,1.263440994,57279746.45,1082920556
Mantra-Dao,10/24/2024,10/25/2024,1.373659185,1.412271684,1.33133023,1.342249557,38417927.16,1148743116
Mantra-Dao,10/23/2024,10/24/2024,1.436172044,1.436172044,1.360554212,1.376854343,34856220.04,1164589830
Mantra-Dao,10/22/2024,10/23/2024,1.464785757,1.471293102,1.416415791,1.43633983,43323070.22,1210764346
Mantra-Dao,10/21/2024,10/22/2024,1.498265492,1.511745614,1.429391524,1.466171864,41093878.07,1231059528
