Name,Start,End,Open,High,Low,Close,Volume,Market Cap
Bitcoin-SV,12/16/2024,12/17/2024,67.2123,68.549,64.1709,65.5658,156615589.7,1310838048
Bitcoin-SV,12/15/2024,12/16/2024,64.4944,67.283,63.7479,67.2151,148109385.1,1294864770
Bitcoin-SV,12/14/2024,12/15/2024,67.1258,68.0217,63.5139,64.5873,152149649.5,1302828960
Bitcoin-SV,12/13/2024,12/14/2024,67.1146,67.3881,65.2253,66.8969,158338043.5,1314020493
Bitcoin-SV,12/12/2024,12/13/2024,67.1748,69.2976,66.3931,67.0463,164995796.5,1345106365
Bitcoin-SV,12/11/2024,12/12/2024,64.0696,67.6637,61.5562,67.0039,193015969.6,1285565665
Bitcoin-SV,12/10/2024,12/11/2024,67.0222,68.5073,58.5976,63.9512,251365591.5,1276970450
Bitcoin-SV,12/9/2024,12/10/2024,79.9041,79.9432,65.0517,67.6637,170030908.1,1481870068
Bitcoin-SV,12/8/2024,12/9/2024,79.1508,80.2708,77.389,80.2708,149363402.5,1560413877
Bitcoin-SV,12/7/2024,12/8/2024,80.5878,81.1475,78.8057,79.5414,184570062.4,1579620973
Bitcoin-SV,12/6/2024,12/7/2024,79.4988,82.5434,76.8353,80.6504,243437359.7,1589698294
Bitcoin-SV,12/5/2024,12/6/2024,83.137,86.115,78.447,80.1564,370091942.2,1651523006
Bitcoin-SV,12/4/2024,12/5/2024,77.3744,84.0761,75.7234,83.5397,330564652.2,1574296966
Bitcoin-SV,12/3/2024,12/4/2024,73.7159,78.8389,68.5751,78.0965,262839482,1456979901
Bitcoin-SV,12/2/2024,12/3/2024,71.9689,76.1917,68.6182,73.8901,263747195.9,1420862360
Bitcoin-SV,12/1/2024,12/2/2024,71.4929,72.1091,69.0539,71.7197,166865240.4,1391676982
Bitcoin-SV,11/30/2024,12/1/2024,71.2306,71.9658,70.1207,71.3483,169751476.1,1407475204
Bitcoin-SV,11/29/2024,11/30/2024,70.2179,71.4914,68.7529,71.1896,174451694.9,1389972127
Bitcoin-SV,11/28/2024,11/29/2024,70.1805,71.8458,68.983,70.5239,256660214,1389760670
Bitcoin-SV,11/27/2024,11/28/2024,65.705,69.3995,65.2594,69.3995,174656115.3,1327448264
Bitcoin-SV,11/26/2024,11/27/2024,66.8635,68.796,64.0854,66.0036,176551170.1,1312196652
Bitcoin-SV,11/25/2024,11/26/2024,69.0251,71.2138,65.8801,67.0828,183231644.2,1360834043
Bitcoin-SV,11/24/2024,11/25/2024,69.8719,72.6103,65.9116,69.4191,224756654.2,1371725786
Bitcoin-SV,11/23/2024,11/24/2024,67.5269,73.7941,67.2223,69.5972,288935296.4,1411466011
Bitcoin-SV,11/22/2024,11/23/2024,68.4353,69.0534,65.4364,67.6917,319763310.4,1335074553
Bitcoin-SV,11/21/2024,11/22/2024,69.2247,77.9229,66.2101,68.9317,315066544.1,1405217343
Bitcoin-SV,11/20/2024,11/21/2024,69.4462,69.8397,66.2358,68.895,140825070.8,1350606357
Bitcoin-SV,11/19/2024,11/20/2024,68.6432,70.3831,68.1624,69.6164,140959359.5,1367645225
Bitcoin-SV,11/18/2024,11/19/2024,65.8648,70.1275,65.5817,68.713,147644609.6,1353847586
Bitcoin-SV,11/17/2024,11/18/2024,70.604,72.7362,64.9142,65.8399,205472391.5,1340761501
