name,date,high,low,close,volume
Binance-Coin,2020-11-27,28.66764304,27.31752011,28.48214725,1018571599.0
Binance-Coin,2020-11-28,29.63536506,27.97262834,29.13111594,668521448.3
Binance-Coin,2020-11-29,30.4561651,28.95228741,30.12124691,735638104.5
Binance-Coin,2020-11-30,31.52318484,29.85320469,31.38631711,768325760.1
Binance-Coin,2020-12-01,31.89265063,29.60965593,30.17001717,900126723.8
Binance-Coin,2020-12-02,30.93475079,29.80317496,30.31536286,849165635.8
Binance-Coin,2020-12-03,30.75445359,29.93432729,30.68733694,696732203.3
Binance-Coin,2020-12-04,31.05077875,28.89582723,29.18033025,666129331.1
Binance-Coin,2020-12-05,30.0537209,28.74581657,29.73317466,682066761.9
Binance-Coin,2020-12-06,30.12721759,29.09961878,29.50056116,538518005.4
Binance-Coin,2020-12-07,29.63146469,29.1376142,29.38039367,465547303.6
Binance-Coin,2020-12-08,29.46777461,27.64079431,27.76685249,532594273.6
Binance-Coin,2020-12-09,28.38114656,26.99556101,28.20956694,652958041.4
Binance-Coin,2020-12-10,28.22927073,27.44595436,27.72201106,554040401.5
Binance-Coin,2020-12-11,27.67406816,26.75986303,27.38000252,509321734.4
Binance-Coin,2020-12-12,28.23325206,27.34631471,28.15971906,477268083.4
Binance-Coin,2020-12-13,29.24414712,28.06632618,29.06254764,469549211.3
Binance-Coin,2020-12-14,30.17744459,28.71316696,29.98855037,568390516.2
Binance-Coin,2020-12-15,30.33652082,29.36601528,29.52825278,664443743.9
Binance-Coin,2020-12-16,30.61976217,29.07489174,30.53620976,592523547.6
Binance-Coin,2020-12-17,31.41262237,29.86263101,30.20192113,916239027.1
Binance-Coin,2020-12-18,31.1692907,29.71862421,30.93390725,871573419.6
Binance-Coin,2020-12-19,34.1355818,30.92566803,33.2996681,978513516.1
Binance-Coin,2020-12-20,35.52848603,32.68529875,34.31444874,1248109533.0
Binance-Coin,2020-12-21,35.5896616,31.83300273,32.37132571,1464019374.0
Binance-Coin,2020-12-22,33.76380724,30.74164246,33.49433205,1179548369.0
Binance-Coin,2020-12-23,34.42689187,30.06037974,31.22923779,1194883384.0
Binance-Coin,2020-12-24,32.71031356,30.51022317,32.5404239,1152768552.0
Binance-Coin,2020-12-25,33.43567319,31.89865107,33.17024917,912047554.8
Binance-Coin,2020-12-26,33.92246285,32.59852073,33.49731777,952589611.5
Binance-Coin,2020-12-27,34.9714798,32.18262924,33.44143231,1069265703.0
Binance-Coin,2020-12-28,35.97980622,33.38155836,35.83160567,1344488652.0
Binance-Coin,2020-12-29,39.34194015,35.40375454,38.75415184,1886577784.0
Binance-Coin,2020-12-30,39.15880783,36.9427058,38.11891386,1404373046.0
Binance-Coin,2020-12-31,38.16067804,36.80996963,37.3770629,947699544.8
Binance-Coin,2021-01-01,38.95096016,37.06923735,37.90054239,932544364.1
Binance-Coin,2021-01-02,38.74135665,36.96708111,38.04476175,1006032738.0
Binance-Coin,2021-01-03,41.34394534,37.9025257,40.93110274,1353044686.0
Binance-Coin,2021-01-04,42.90402107,38.27462925,40.7529281,1924813843.0
Binance-Coin,2021-01-05,41.67218618,38.94207707,41.57223592,1607209935.0
Binance-Coin,2021-01-06,42.21381839,40.61402814,42.06026379,1435644235.0
Binance-Coin,2021-01-07,44.51408679,41.54778754,43.21533649,1699798418.0
Binance-Coin,2021-01-08,43.57222292,40.8641085,42.4178942,1683489854.0
Binance-Coin,2021-01-09,44.11940886,41.59881829,44.04054542,1387274048.0
Binance-Coin,2021-01-10,45.08356864,40.36321123,42.504401,1451670778.0
Binance-Coin,2021-01-11,42.40002997,35.35586318,38.4410242,1785467827.0
Binance-Coin,2021-01-12,39.83743847,37.35712238,38.05995195,1638114623.0
Binance-Coin,2021-01-13,40.40703051,37.06011285,40.1495446,1272377980.0
Binance-Coin,2021-01-14,41.88521682,39.66471177,41.7187849,1361429036.0
Binance-Coin,2021-01-15,42.43012618,38.98612031,40.95823915,1310458788.0
Binance-Coin,2021-01-16,43.98909012,40.72314887,43.24407326,1366576134.0
Binance-Coin,2021-01-17,46.64662228,41.122695,45.73429361,1525771573.0
Binance-Coin,2021-01-18,46.82234262,44.19755039,45.38458545,1653300802.0
Binance-Coin,2021-01-19,46.93554972,42.36234366,43.29090687,1472911959.0
Binance-Coin,2021-01-20,43.06974252,40.25661555,42.48568237,1878145203.0
Binance-Coin,2021-01-21,42.58685074,38.37479718,38.7657045,1498181288.0
Binance-Coin,2021-01-22,41.34069342,36.96445074,40.69011215,1519851818.0
Binance-Coin,2021-01-23,41.80123686,39.63652018,40.77624594,1192067997.0
Binance-Coin,2021-01-24,42.20290287,40.58139595,41.89474459,1061227469.0
Binance-Coin,2021-01-25,43.29149009,40.67187843,41.36219601,1130333630.0
Binance-Coin,2021-01-26,42.37572528,40.05344954,41.54921514,1241291846.0
Binance-Coin,2021-01-27,41.90458144,39.74128101,40.98720809,1217382620.0
Binance-Coin,2021-01-28,43.08719565,40.49163803,42.46177013,1247664882.0
Binance-Coin,2021-01-29,44.0437287,41.90478391,42.84493534,1446532456.0
Binance-Coin,2021-01-30,45.04396556,42.73848339,44.81756717,1352089225.0
Binance-Coin,2021-01-31,45.70009452,43.47453335,44.27090978,1271334220.0
Binance-Coin,2021-02-01,51.99568599,43.55799708,51.84074579,1676858776.0
Binance-Coin,2021-02-02,52.94836388,49.37955852,50.93042469,2629479305.0
Binance-Coin,2021-02-03,52.71077585,49.96875879,52.33745465,1768873294.0
Binance-Coin,2021-02-04,57.03764367,51.71213757,55.95012186,1614188437.0
Binance-Coin,2021-02-05,68.62740623,55.96810469,68.24337759,2320065241.0
Binance-Coin,2021-02-06,75.32689663,62.62248491,72.44890123,4558271762.0
Binance-Coin,2021-02-07,74.64124982,64.54079358,68.43956544,3792952320.0
Binance-Coin,2021-02-08,78.49752983,67.81156883,78.49752983,3786752536.0
Binance-Coin,2021-02-09,114.2311958,77.63984558,107.5659565,5587654418.0
Binance-Coin,2021-02-10,148.2628827,107.7674511,128.7626682,10632976141.0
Binance-Coin,2021-02-11,129.5066681,119.5616257,124.0219251,7454808763.0
Binance-Coin,2021-02-12,140.50468,122.3368188,136.6997194,4395331243.0
Binance-Coin,2021-02-13,138.5487662,126.3275086,133.8620946,3801149827.0
Binance-Coin,2021-02-14,139.0203787,129.0271407,137.243604,3211803640.0
Binance-Coin,2021-02-15,139.2140787,120.8798911,129.801331,3886303239.0
Binance-Coin,2021-02-16,133.6683596,127.0658407,130.2495702,2878876007.0
Binance-Coin,2021-02-17,173.8706343,127.2560481,164.4221682,3958530060.0
Binance-Coin,2021-02-18,200.096104,164.1611438,196.8713868,9941464094.0
Binance-Coin,2021-02-19,340.9030975,196.0310971,332.7025774,20053889906.0
Binance-Coin,2021-02-20,333.2531457,231.4733915,257.2949536,22450605435.0
Binance-Coin,2021-02-21,306.3790624,253.0793634,294.5682289,16348459423.0
Binance-Coin,2021-02-22,293.5766992,226.3636191,267.0348909,14415539750.0
Binance-Coin,2021-02-23,267.4101025,195.2957937,227.6772191,17935611167.0
Binance-Coin,2021-02-24,279.2393469,215.642415,253.578837,17935942144.0
Binance-Coin,2021-02-25,264.4187155,237.3288109,237.8801962,12663316312.0
Binance-Coin,2021-02-26,238.0583314,212.1596321,220.6171464,11674646337.0
Binance-Coin,2021-02-27,236.710438,220.5649412,225.5892305,9247425515.0
Binance-Coin,2021-02-28,227.799855,196.208551,209.4530169,7004540365.0
Binance-Coin,2021-03-01,258.4521796,210.3042268,254.5999279,11244437216.0
Binance-Coin,2021-03-02,263.6745252,229.3613766,239.0082256,12075486728.0
Binance-Coin,2021-03-03,254.2363903,237.4577839,242.2979679,9488889889.0
Binance-Coin,2021-03-04,249.6572032,226.7639681,229.6332848,7898201522.0
Binance-Coin,2021-03-05,230.6580511,216.6640951,225.8327291,7114693421.0
Binance-Coin,2021-03-06,231.6754915,219.9088093,226.4628596,5594616720.0
Binance-Coin,2021-03-07,242.2224231,225.6831195,240.3231396,5751808425.0
Binance-Coin,2021-03-08,242.3080618,229.9423476,239.974477,6104652400.0
Binance-Coin,2021-03-09,295.396063,236.4145852,294.615229,10154291261.0
Binance-Coin,2021-03-10,294.5070807,271.0350964,278.9108312,15868457081.0
Binance-Coin,2021-03-11,312.1030025,274.2524374,288.5472337,12986195309.0
Binance-Coin,2021-03-12,289.9179759,256.0951764,263.2190474,13573281123.0
Binance-Coin,2021-03-13,282.6479706,256.6154591,276.5468752,10933755448.0
Binance-Coin,2021-03-14,276.401699,265.1598708,265.7805004,7029029040.0
Binance-Coin,2021-03-15,267.2009094,250.9099759,254.4945192,6449519273.0
Binance-Coin,2021-03-16,258.1588449,242.738308,257.8212452,7168033613.0
Binance-Coin,2021-03-17,270.0711807,249.6924539,268.9131142,5808857676.0
Binance-Coin,2021-03-18,276.9449543,258.791926,261.513098,7893936620.0
Binance-Coin,2021-03-19,268.46,255.7168943,262.6298284,6160325084.0
Binance-Coin,2021-03-20,273.972909,262.7700108,264.47,4857650810.0
Binance-Coin,2021-03-21,267.8723937,257.3584349,264.3796677,4888029166.0
Binance-Coin,2021-03-22,275.0749927,254.463999,255.6937481,4729026176.0
Binance-Coin,2021-03-23,262.78,252.5870835,255.7856543,6593955136.0
Binance-Coin,2021-03-24,268.09,243.7141663,249.3185523,5488052744.0
Binance-Coin,2021-03-25,249.2576407,227.9517174,234.4947456,6821840150.0
Binance-Coin,2021-03-26,254.5822369,234.2746223,254.5822369,5973428899.0
Binance-Coin,2021-03-27,275.29,250.08,270.0754252,5294081273.0
Binance-Coin,2021-03-28,280.1797143,263.16,269.16,7023555605.0
Binance-Coin,2021-03-29,277.0148503,265.56,274.9278881,5809014839.0
Binance-Coin,2021-03-30,311.4723867,271.6025642,311.4723867,7858314508.0
Binance-Coin,2021-03-31,316.1411942,292.48,302.5874958,12313914405.0
Binance-Coin,2021-04-01,338.4669181,301.7701948,335.5766897,9228235389.0
Binance-Coin,2021-04-02,355.4120869,329.605259,338.0832829,12176811425.0
Binance-Coin,2021-04-03,347.12,322.7604828,325.9078637,8749411167.0
Binance-Coin,2021-04-04,349.24,323.7352346,347.79,8640029640.0
Binance-Coin,2021-04-05,372.01,337.597591,363.2090803,9360396649.0
Binance-Coin,2021-04-06,402.33,361.4745728,396.642936,11869780200.0
Binance-Coin,2021-04-07,404.4644088,357.0233696,373.1135907,15548562582.0
Binance-Coin,2021-04-08,421.0573893,369.7596204,418.67,13377690422.0
Binance-Coin,2021-04-09,453.05,407.0368567,453.05,10229491304.0
Binance-Coin,2021-04-10,486.72,452.2703514,472.244603,14366065669.0
Binance-Coin,2021-04-11,527.0675388,461.8584335,525.6162053,11721939290.0
Binance-Coin,2021-04-12,633.3712073,517.5114757,602.02,27157518926.0
Binance-Coin,2021-04-13,602.97,535.7164788,553.23,27945417579.0
Binance-Coin,2021-04-14,588.6481245,530.93,541.4107711,17249345465.0
Binance-Coin,2021-04-15,556.04,536.5240216,543.75,13253887016.0
Binance-Coin,2021-04-16,547.25,498.3885996,510.6571819,12876657056.0
Binance-Coin,2021-04-17,545.4603464,509.38,516.93,12874111544.0
Binance-Coin,2021-04-18,519.7,433.59,480.1141557,13531162534.0
Binance-Coin,2021-04-19,539.7695244,472.1886842,505.6650491,15716654014.0
Binance-Coin,2021-04-20,587.37,478.9340529,582.94,15990342801.0
Binance-Coin,2021-04-21,611.58,540.29,548.49,22730496364.0
Binance-Coin,2021-04-22,581.6556101,485.843651,509.3880792,18895800810.0
Binance-Coin,2021-04-23,530.1350008,458.8337999,527.0950683,23005330531.0
Binance-Coin,2021-04-24,527.4418921,488.3099622,499.0061731,12660693811.0
Binance-Coin,2021-04-25,517.04,483.183837,506.5705563,6957041379.0
Binance-Coin,2021-04-26,549.3585778,504.2240125,534.1013613,9965944947.0
Binance-Coin,2021-04-27,577.78,526.7172188,569.203722,8973319048.0
Binance-Coin,2021-04-28,579.3432429,542.1797133,562.9890333,9257658334.0
Binance-Coin,2021-04-29,612.8661462,556.9,600.999715,11225890967.0
Binance-Coin,2021-04-30,627.41,588.4,625.7904487,14537520301.0
Binance-Coin,2021-05-01,640.2933705,613.6665499,620.2100094,11269356930.0
Binance-Coin,2021-05-02,628.46,599.15,622.8,8408704989.0
Binance-Coin,2021-05-03,679.5988884,622.54,677.1742783,9489305507.0
Binance-Coin,2021-05-04,676.0443138,609.1892428,610.2835007,13646099877.0
Binance-Coin,2021-05-05,656.6696241,610.276025,651.78,11295268562.0
Binance-Coin,2021-05-06,652.78,622.9852802,635.2,8764286924.0
Binance-Coin,2021-05-07,643.530332,614.3247658,625.15,8333723003.0
Binance-Coin,2021-05-08,657.6430596,621.12,646.775493,7710299121.0
Binance-Coin,2021-05-09,677.1131444,633.7228186,662.5566688,9683184436.0
Binance-Coin,2021-05-10,689.33,612.6535136,634.5415546,10490920756.0
Binance-Coin,2021-05-11,672.3998199,625.3563879,672.3998199,11381256852.0
Binance-Coin,2021-05-12,683.9415828,605.5395793,605.5395793,8657318977.0
Binance-Coin,2021-05-13,631.8,541.4601676,570.8265678,14283573251.0
Binance-Coin,2021-05-14,614.4361634,570.6030154,603.96,12525632642.0
Binance-Coin,2021-05-15,610.1254624,562.7095599,564.98,7633666006.0
Binance-Coin,2021-05-16,605.7660067,539.2576362,559.82,7745171013.0
Binance-Coin,2021-05-17,562.64,495.75,513.6227458,11297996645.0
Binance-Coin,2021-05-18,533.0342709,498.6528707,510.6291768,9178452269.0
Binance-Coin,2021-05-19,514.955122,289.2739001,345.617663,14415347563.0
Binance-Coin,2021-05-20,420.1446811,294.6763669,389.3995567,18805499536.0
Binance-Coin,2021-05-21,413.2,279.37,324.0623203,11993044846.0
Binance-Coin,2021-05-22,334.725576,289.4312602,301.72,12838245685.0
Binance-Coin,2021-05-23,312.51,215.23,262.4917825,9101266055.0
Binance-Coin,2021-05-24,348.4,260.487885,344.67079,13179930223.0
Binance-Coin,2021-05-25,372.2368614,310.723999,341.2886693,13791506588.0
Binance-Coin,2021-05-26,386.3745916,338.92,379.0653018,10985866240.0
Binance-Coin,2021-05-27,386.7638381,342.49,369.231396,9842841070.0
Binance-Coin,2021-05-28,372.7151721,315.6984423,329.35,9193806031.0
Binance-Coin,2021-05-29,345.76,297.18,304.7,8791791824.0
Binance-Coin,2021-05-30,337.33,293.71,325.3625929,8117248206.0
Binance-Coin,2021-05-31,354.87,308.7311317,353.6585686,7724846783.0
Binance-Coin,2021-06-01,362.8414049,342.17,361.51,8140796421.0
Binance-Coin,2021-06-02,416.9785133,352.43,402.69,8409510832.0
Binance-Coin,2021-06-03,429.8813365,392.43,427.51,11193255972.0
Binance-Coin,2021-06-04,427.66,368.2459191,391.92,11091155513.0
Binance-Coin,2021-06-05,424.7535035,377.28,389.71,10040567047.0
Binance-Coin,2021-06-06,399.48343,383.5,393.54,7500007291.0
Binance-Coin,2021-06-07,405.81,358.3341397,358.3341397,6104176174.0
Binance-Coin,2021-06-08,365.8668091,323.15,352.1861207,10105175869.0
Binance-Coin,2021-06-09,377.5938622,334.64,375.3385857,9546506057.0
Binance-Coin,2021-06-10,376.5663513,346.1,353.98,7543611611.0
Binance-Coin,2021-06-11,364.78,342.87,345.37,6603032101.0
Binance-Coin,2021-06-12,348.267904,326.6168701,344.25,6398516688.0
Binance-Coin,2021-06-13,368.6,332.09,365.56,4729831742.0
Binance-Coin,2021-06-14,375.17,356.15,370.26,5948918612.0
Binance-Coin,2021-06-15,378.8977475,364.46,367.8,5332393678.0
Binance-Coin,2021-06-16,367.16,345.15,346.4256419,4581309098.0
Binance-Coin,2021-06-17,362.1469559,346.7335511,352.62,4306322915.0
Binance-Coin,2021-06-18,356.28,328.7657325,336.37,4110568243.0
Binance-Coin,2021-06-19,343.44,332.5217813,335.79,4257454320.0
Binance-Coin,2021-06-20,340.06,311.7520971,339.6769644,3826575225.0
Binance-Coin,2021-06-21,340.3631349,271.19,271.19,6415351642.0
Binance-Coin,2021-06-22,290.86,228.46,261.14,9233815547.0
Binance-Coin,2021-06-23,308.12,252.54,296.41,9809457474.0
Binance-Coin,2021-06-24,315.6434294,282.6019391,307.9391224,6603046084.0
Binance-Coin,2021-06-25,313.2265968,277.4080635,282.9555042,5668996732.0
Binance-Coin,2021-06-26,289.4200678,265.5747233,277.37,5693995213.0
Binance-Coin,2021-06-27,289.87,270.540336,289.87,4279299293.0
Binance-Coin,2021-06-28,297.8908321,284.5829891,289.82,4177225411.0
Binance-Coin,2021-06-29,314.39,290.03,300.4445113,4682887902.0
Binance-Coin,2021-06-30,304.066787,283.24,303.3953545,4908787564.0
Binance-Coin,2021-07-01,302.8983626,281.8149909,288.65,4351381654.0
Binance-Coin,2021-07-02,289.85,277.6572906,287.3310863,3358003124.0
Binance-Coin,2021-07-03,301.69,283.75,298.1149052,2805353364.0
Binance-Coin,2021-07-04,314.41,293.2910284,308.0109006,3266419188.0
Binance-Coin,2021-07-05,307.9687883,293.69,303.5000321,3805290498.0
Binance-Coin,2021-07-06,319.9,302.037556,319.5879499,4685588784.0
Binance-Coin,2021-07-07,338.64,319.2772683,328.0917707,5127864508.0
Binance-Coin,2021-07-08,327.8579923,306.08,310.4802157,4731919547.0
Binance-Coin,2021-07-09,318.95,302.94,317.4373012,3939172665.0
Binance-Coin,2021-07-10,320.5015197,311.3,316.5210989,2959871176.0
Binance-Coin,2021-07-11,326.55,312.69,322.5026507,2754241330.0
Binance-Coin,2021-07-12,333.76,310.3277625,317.5098636,3408454604.0
Binance-Coin,2021-07-13,318.42,305.83,307.9079314,3603347416.0
Binance-Coin,2021-07-14,312.4676849,293.0343451,308.9178399,3687180138.0
Binance-Coin,2021-07-15,322.35,302.34,314.1411258,4542107998.0
Binance-Coin,2021-07-16,322.26,302.51,303.33,4905636555.0
Binance-Coin,2021-07-17,306.35,295.98,300.73,3681066569.0
Binance-Coin,2021-07-18,308.45,300.47,303.07,2810652945.0
Binance-Coin,2021-07-19,303.13,281.1,282.21,3072833517.0
Binance-Coin,2021-07-20,283.61,257.29,264.54,4158419950.0
Binance-Coin,2021-07-21,297.2752427,261.95,292.98,4106411301.0
Binance-Coin,2021-07-22,297.0598017,288.07,293.87,4013552895.0
Binance-Coin,2021-07-23,300.0422759,283.0209318,298.3323895,3416217773.0
Binance-Coin,2021-07-24,307.33,297.0963834,301.85,3783165721.0
Binance-Coin,2021-07-25,303.670934,294.275517,302.34,3154692135.0
Binance-Coin,2021-07-26,324.8770652,302.51,303.85,4600766757.0
Binance-Coin,2021-07-27,317.81,299.32,313.25,4544763709.0
Binance-Coin,2021-07-28,317.94,309.49,313.64,3830446786.0
Binance-Coin,2021-07-29,319.17,309.5845626,317.38,3136990841.0
Binance-Coin,2021-07-30,324.2,307.8505875,322.03,3156588276.0
Binance-Coin,2021-07-31,337.4901338,318.59,335.4595934,3646389833.0
Binance-Coin,2021-08-01,346.5677439,331.9735006,333.8606059,3952829265.0
Binance-Coin,2021-08-02,337.36,327.7863873,331.1578478,3601222708.0
Binance-Coin,2021-08-03,333.9853639,318.6751388,323.8,3061210827.0
Binance-Coin,2021-08-04,337.0984527,320.37,335.3475843,2797174882.0
Binance-Coin,2021-08-05,340.18,324.65,338.5129292,3141082508.0
Binance-Coin,2021-08-06,346.72,332.288998,342.1387797,3468477349.0
Binance-Coin,2021-08-07,358.938045,341.1963187,356.6049291,3989469750.0
Binance-Coin,2021-08-08,359.6109186,338.3387974,342.0725413,3780576498.0
Binance-Coin,2021-08-09,357.0014,334.4052498,354.6937726,3594684458.0
Binance-Coin,2021-08-10,373.8895492,349.8634,370.9585041,4041080636.0
Binance-Coin,2021-08-11,404.1729132,371.3340556,391.3122,5252797673.0
Binance-Coin,2021-08-12,403.8567,372.1921,385.2038,5509594409.0
Binance-Coin,2021-08-13,410.9306889,383.8838,410.9306889,4438194547.0
Binance-Coin,2021-08-14,418.2602228,401.5644776,409.6744,4324727030.0
Binance-Coin,2021-08-15,414.7254,398.0382,414.2328,3940539477.0
Binance-Coin,2021-08-16,434.9098272,412.061361,416.5772,4571635059.0
Binance-Coin,2021-08-17,435.024752,401.0202,401.0202,5614858204.0
Binance-Coin,2021-08-18,411.2698,391.4348,400.0089,5741476871.0
Binance-Coin,2021-08-19,430.7382584,391.9635457,430.2775,5006083721.0
Binance-Coin,2021-08-20,455.876488,423.9005,453.2813901,5110407246.0
Binance-Coin,2021-08-21,458.8196,445.562,450.3207,5154856578.0
Binance-Coin,2021-08-22,457.7194,440.1305,449.1675058,4213668212.0
Binance-Coin,2021-08-23,508.0275578,448.4417956,499.9308,6796550959.0
Binance-Coin,2021-08-24,503.7213,465.48053,472.62,7590855043.0
Binance-Coin,2021-08-25,505.6473,472.0309751,502.6361,7560593735.0
Binance-Coin,2021-08-26,516.7874,475.925,482.7054,8088997451.0
Binance-Coin,2021-08-27,494.555,470.0528,493.4016,6093337611.0
Binance-Coin,2021-08-28,496.0548,484.1721,486.2568,4262132519.0
Binance-Coin,2021-08-29,494.8353,478.7608,481.5356,3640869580.0
Binance-Coin,2021-08-30,481.4072592,462.1535,462.307,3688728734.0
Binance-Coin,2021-08-31,476.3867578,455.2413,466.1393,4863010808.0
Binance-Coin,2021-09-01,489.4985,457.0624,489.4985,4878231694.0
Binance-Coin,2021-09-02,503.336,480.8894511,484.833,5335135170.0
Binance-Coin,2021-09-03,494.6258,476.5893,488.0870966,4399875819.0
Binance-Coin,2021-09-04,507.3702,486.4563,500.3638909,4320146843.0
Binance-Coin,2021-09-05,504.6867,490.1268,503.0073,4122745780.0
Binance-Coin,2021-09-06,508.2352,490.6191,496.9766,3937957213.0
Binance-Coin,2021-09-07,504.8848,384.5813,419.894,5840777938.0
Binance-Coin,2021-09-08,425.1955,385.0945,413.5834,8042906974.0
Binance-Coin,2021-09-09,433.9372472,405.4441936,420.4442,4701446852.0
Binance-Coin,2021-09-10,436.9354257,395.6623,401.4847,4262564572.0
Binance-Coin,2021-09-11,414.3154495,400.6623,404.3326,3489544487.0
Binance-Coin,2021-09-12,420.2669,399.2933839,416.8299,2742837383.0
Binance-Coin,2021-09-13,418.7435,388.4876179,400.1612488,4114794508.0
Binance-Coin,2021-09-14,413.067,397.5344634,413.067,3297712390.0
Binance-Coin,2021-09-15,435.8816,410.4862,430.8215,3295563044.0
Binance-Coin,2021-09-16,433.7165,417.1332,424.9515,3326655732.0
Binance-Coin,2021-09-17,425.4972348,402.2665869,404.8417,2935688279.0
Binance-Coin,2021-09-18,419.1748,401.6191,411.1291,2636229259.0
Binance-Coin,2021-09-19,417.8549369,404.4488,408.3553,2227396684.0
Binance-Coin,2021-09-20,408.538,359.4378,363.6524,3633911731.0
Binance-Coin,2021-09-21,374.8889,341.6741618,344.8122,4152141511.0
Binance-Coin,2021-09-22,379.0645485,343.8016264,378.699943,3542907891.0
Binance-Coin,2021-09-23,384.2337,370.4212609,383.3256,2938269236.0
Binance-Coin,2021-09-24,384.047,339.3456,355.3645,3327483710.0
Binance-Coin,2021-09-25,360.2999,345.4475446,351.1880303,3216206260.0
Binance-Coin,2021-09-26,354.6677931,323.2652,344.3748,3000160154.0
Binance-Coin,2021-09-27,356.638813,336.5294896,336.5294896,3097936049.0
Binance-Coin,2021-09-28,343.8776,330.9949,332.9037,2534406091.0
Binance-Coin,2021-09-29,372.6523,332.5334,366.769,3472310986.0
Binance-Coin,2021-09-30,387.121882,366.6279,386.1117256,4236526232.0
Binance-Coin,2021-10-01,422.8269367,381.9624994,421.1167898,3912161365.0
Binance-Coin,2021-10-02,437.6385,411.822788,428.4274,3866887079.0
Binance-Coin,2021-10-03,436.3680237,424.0154832,430.5681,3292138820.0
Binance-Coin,2021-10-04,430.7098,414.5097149,426.4781,3117124139.0
Binance-Coin,2021-10-05,441.5502121,425.2706,440.6917587,3226036046.0
Binance-Coin,2021-10-06,440.6441277,417.5469709,436.5663729,3571553867.0
Binance-Coin,2021-10-07,449.0669923,425.6645312,439.1521605,4073798182.0
Binance-Coin,2021-10-08,440.9394876,418.9837,419.6159,4048148893.0
Binance-Coin,2021-10-09,426.7148673,418.4601066,421.9922591,3515988530.0
Binance-Coin,2021-10-10,422.3332623,405.5309,406.1228,2532245871.0
Binance-Coin,2021-10-11,423.3000263,403.9832,413.8184467,2812733149.0
Binance-Coin,2021-10-12,440.3939899,394.7769,439.5040689,4047901283.0
Binance-Coin,2021-10-13,470.6655905,436.0367179,469.1136,9801633419.0
Binance-Coin,2021-10-14,481.5627,462.3214,471.9413572,6993108531.0
Binance-Coin,2021-10-15,476.4197141,455.4627,473.7309124,4881219439.0
Binance-Coin,2021-10-16,482.7946059,463.8103,466.1481859,4328390095.0
Binance-Coin,2021-10-17,471.4021326,458.3858949,470.1813931,3108842373.0
Binance-Coin,2021-10-18,484.8436721,467.9016,482.7323,3525423024.0
Binance-Coin,2021-10-19,494.888,481.9563,488.6359,3983130067.0
Binance-Coin,2021-10-20,505.9753637,483.7016,502.3258901,3312216298.0
Binance-Coin,2021-10-21,505.5370628,469.3535843,472.8053328,4940453049.0
Binance-Coin,2021-10-22,496.6257618,471.9488973,478.2492974,4957633228.0
Binance-Coin,2021-10-23,485.3234,475.4482146,485.0049,2956661962.0
Binance-Coin,2021-10-24,486.3191,469.5432537,475.8033175,2175725892.0
Binance-Coin,2021-10-25,488.4546,475.2983878,485.1698883,2438447456.0
Binance-Coin,2021-10-26,488.4370555,476.3939,478.4571,2391768412.0
Binance-Coin,2021-10-27,486.0549759,448.4637004,451.0267,3655507134.0
Binance-Coin,2021-10-28,492.6734,448.3615,489.4982247,4255035772.0
Binance-Coin,2021-10-29,533.3023534,488.565665,528.7294389,4755868890.0
Binance-Coin,2021-10-30,539.2332809,513.1942214,525.69458,4421645938.0
Binance-Coin,2021-10-31,534.3685059,511.5609439,524.8187309,3508825395.0
Binance-Coin,2021-11-01,551.4060057,513.2274714,551.4060057,3658368207.0
Binance-Coin,2021-11-02,563.1281,538.6362,555.0219966,4138148505.0
Binance-Coin,2021-11-03,569.8439,539.3570967,567.4755714,3858729153.0
Binance-Coin,2021-11-04,568.041498,545.7579163,558.8163089,3991544511.0
Binance-Coin,2021-11-05,612.6100096,555.2218,607.5148641,5477022674.0
Binance-Coin,2021-11-06,634.638342,597.8943,634.638342,5780713099.0
Binance-Coin,2021-11-07,668.4014,632.16481,648.4272889,5704465572.0
Binance-Coin,2021-11-08,654.9335113,633.5993784,654.7340836,5341632376.0
Binance-Coin,2021-11-09,656.1602,633.3235963,634.5143,4115473575.0
Binance-Coin,2021-11-10,661.4077223,584.1813,613.7175268,4424909847.0
Binance-Coin,2021-11-11,633.2073345,606.886518,629.1080779,6261003174.0
Binance-Coin,2021-11-12,633.5866,605.4215928,627.2594418,3568187834.0
Binance-Coin,2021-11-13,653.8777187,621.3583902,649.9011792,3477354321.0
Binance-Coin,2021-11-14,658.7310898,635.3442473,649.8679962,3587023711.0
Binance-Coin,2021-11-15,658.7644944,632.964,633.5378102,3694480020.0
Binance-Coin,2021-11-16,633.3162,575.9344094,590.2585,5554290749.0
Binance-Coin,2021-11-17,591.0793681,557.3299415,577.8882,5380372572.0
Binance-Coin,2021-11-18,587.4273027,523.0296,530.5742,4214397871.0
Binance-Coin,2021-11-19,584.9517971,525.9748,580.6311686,5182328196.0
Binance-Coin,2021-11-20,604.5909958,575.8623842,604.5909958,3693580239.0
Binance-Coin,2021-11-21,604.9916044,581.6747525,585.8166273,3573098446.0
Binance-Coin,2021-11-22,585.6361623,556.0313,560.1876,3504939277.0
Binance-Coin,2021-11-23,604.4141979,559.0928,592.4702044,4167452735.0
Binance-Coin,2021-11-24,593.1910338,578.6742057,590.035,4128864903.0
Binance-Coin,2021-11-25,645.7228,588.926,639.2447724,4825055366.0
Binance-Coin,2021-11-26,656.1959127,567.23109,586.6321731,7092042969.0
