name,month_year,open,high,low,close,volume,market_cap
Aave-Token,2024-11,177.15917142857143,211.8161,152.5973,180.30842142857142,8710663014.9,2667129058.285714
Aave-Token,2024-12,284.70704375,398.0988,203.2804,295.811525,25699840227.3,4373418073.25
Aioz-Network,2021-04,1.46882119425,2.606515741,0.855711151,1.4440767122857143,343559603.077,60031365.44357143
Aioz-Network,2021-05,0.744426084451613,1.494889968,0.258542733,0.7120966982903226,58998557.2836,44260623.089354835
Aioz-Network,2021-06,0.37332023146666665,0.603487461,0.203064375,0.3684348439666667,17702213.0437,25704102.470666666
Aioz-Network,2021-07,0.22525150670967745,0.325691411,0.1627733,0.22552425306451612,14305595.8135,64182196.97516129
Aioz-Network,2021-08,0.28481298990322584,0.405805003,0.190336603,0.2873316437096774,30916617.5201,69914051.04225807
Aioz-Network,2021-09,0.31065293836666663,0.426231894,0.227270752,0.3073641142333334,19287725.5894,33680115.80433334
Aioz-Network,2021-10,0.23369209377419353,0.270849022,0.210881593,0.2335958312903226,21361019.548100002,33873941.07903226
Aioz-Network,2021-11,0.5859039721333333,1.168425082,0.219084967,0.6090311128,128425673.4803,106371272.08933333
Aioz-Network,2021-12,0.587203332967742,1.085975245,0.455949534,0.5736113410322581,58802323.8447,130548869.2432258
Aioz-Network,2022-01,0.29741554361290323,0.511450891,0.162023343,0.28868040848387094,34332711.8992,100069221.54225807
Aioz-Network,2022-02,0.18029288253571427,0.243802948,0.113891238,0.17856425814285712,20653872.9504,71151182.82035714
Aioz-Network,2022-03,0.19969230932258064,0.274852157,0.128086413,0.20300508025806452,126809313.458,96033202.78419355
Aioz-Network,2022-04,0.2140571708,0.361534377,0.13762729,0.21099372886666667,65491407.192499995,111874158.714
Aioz-Network,2022-05,0.10469258619354839,0.159053343,0.059930593,0.10314732709677418,50862813.5917,57558741.94451613
Aioz-Network,2022-06,0.0681571653,0.093777125,0.046541886,0.06688022706666666,21712955.9903,38854919.943333335
Aioz-Network,2022-07,0.06862029903225807,0.125699326,0.048233943,0.06917241132258063,83026739.8631,42559157.77645161
Aioz-Network,2022-08,0.0656214259032258,0.085621329,0.05528373,0.06530951632258065,20023959.2673,41852427.132903226
Aioz-Network,2022-09,0.05600716866666667,0.07160458,0.050462914,0.055807721633333335,11515848.0566,36710678.291
Aioz-Network,2022-10,0.05005722948387097,0.058755333,0.047574405,0.05000141848387097,10208599.2702,33439847.02483871
Aioz-Network,2022-11,0.04263924006666667,0.093546729,0.03266292,0.04226344143333333,28772138.034,28701640.769
Aioz-Network,2022-12,0.03643455577419355,0.046027086,0.031250379,0.03613277509677419,6309364.89686,24177327.134516127
Aioz-Network,2023-01,0.03502416622580645,0.043007215,0.030780907,0.03517868558064516,10049926.44005,23410628.851290323
Aioz-Network,2023-02,0.039569870785714285,0.051697831,0.035569408,0.03957170828571428,17634460.2165,26421898.764285713
Aioz-Network,2023-03,0.031575372,0.039421154,0.026681641,0.03127458267741936,15681572.2705,27423249.263548385
Aioz-Network,2023-04,0.027054085133333336,0.029856824,0.021541878,0.02695658556666667,10400517.9328,25468155.132666666
Aioz-Network,2023-05,0.019513235258064515,0.025774695,0.016519946,0.01925734977419355,8309430.317,18312400.888387095
Aioz-Network,2023-06,0.014914319333333334,0.020947177,0.012698007,0.014809265600000001,10918560.4193,14194686.390666667
Aioz-Network,2023-07,0.014520063838709678,0.015897052,0.01359685,0.014477420258064517,5338580.5189,13977246.434193548
Aioz-Network,2023-08,0.013210104193548388,0.019713888,0.011199,0.013172073387096774,8972539.24286,12790655.610967742
Aioz-Network,2023-09,0.0117869086,0.015260791,0.010994841,0.011783408533333335,9764075.5374,11550304.423666665
Aioz-Network,2023-10,0.012358847419354838,0.017788024,0.011354227,0.012376932193548388,9263889.0426,12086247.179032259
Aioz-Network,2023-11,0.0416328263,0.196741056,0.012404053,0.04624288393333333,160106863.3501,43141508.89266667
Aioz-Network,2023-12,0.14161221400000001,0.198478416,0.114821454,0.1415451770645161,279053822.897,148166226.53870967
Aioz-Network,2024-01,0.1380700299354839,0.182010471,0.108806282,0.13790774803225805,104565465.6285,146210903.1032258
Aioz-Network,2024-02,0.19310150103448276,0.338118584,0.11981817,0.19783125244827585,135595242.6615,208310921.0896552
Aioz-Network,2024-03,0.6853115408709677,1.055313429,0.217446534,0.7062860090967742,814653610.107,752154757.1580646
Aioz-Network,2024-04,0.7388940372333334,0.97154401,0.540586891,0.7288548061666666,273984618.249,794175991.9966667
Aioz-Network,2024-05,0.7834429945483872,0.946054212,0.561251934,0.7885355070967742,317589306.88,860710572.5064516
Aioz-Network,2024-06,0.5959737696,0.76685991,0.408697198,0.5892322852999999,233075882.242,649553653.5
Aioz-Network,2024-07,0.4883321855806452,0.669402963,0.382646197,0.48892094451612905,500508757.636,539181845.9129033
Aioz-Network,2024-08,0.4697077651935484,0.673280855,0.336172338,0.4646711032903226,439636108.203,515070855.2677419
Aioz-Network,2024-09,0.4235501042,0.558255227,0.350429246,0.4268067296333333,146845271.759,465492517.82
Aioz-Network,2024-10,0.4613441765806452,0.530940508,0.387158988,0.4589259311290323,188101208.124,505467201.68064517
Aioz-Network,2024-11,0.6484996714333333,1.020409658,0.371817146,0.6695265659666667,943349202.229,743784882.0933334
Aioz-Network,2024-12,1.1261875630625,1.307166482,0.954860793,1.1307079730625,1055368099.4,1273378387.8125
Binance-Coin,2017-08,2.2600086666666663,2.95545,1.32364,2.312598,655469456.81,227945790.58666667
Binance-Coin,2017-09,1.0906960666666667,2.84927,0.526755,1.0572836333333333,220862430.368,105487882.60966666
Binance-Coin,2017-10,1.400439212419355,2.03295,1.103369998,1.3932130211290323,152691333.965,45974188.29354838
Binance-Coin,2017-11,1.6677717143333335,2.124866506,1.22392483,1.6884771066666666,182135578.676,0.0
Binance-Coin,2017-12,4.585985016709678,13.01494023,1.964949168,4.787482413032258,1213441389.425,0.0
Binance-Coin,2018-01,15.198956526066667,27.51095491,7.980204778,15.2436635223,4579076638.99,0.0
Binance-Coin,2018-02,9.668516542821427,11.92845229,5.493643928,9.624652712392857,1190054625.88,0.0
Binance-Coin,2018-03,9.968764746161291,14.85261146,7.1931163,9.966418797032258,1831137972.8400002,106017587.22580644
Binance-Coin,2018-04,12.917399275000001,15.75925809,10.44386877,13.009081243999999,1746752792.02,0.0
Binance-Coin,2018-05,13.523169730967743,18.23780029,11.78317529,13.50688221516129,1427340710.22,0.0
Binance-Coin,2018-06,15.305388396000001,18.28345326,13.52134034,15.313994744333334,1830263763.1399999,1539719992.0933335
Binance-Coin,2018-07,13.201538501290322,14.88225553,11.50173096,13.15173096967742,1491105744.6100001,1397594466.032258
Binance-Coin,2018-08,11.436810384709679,14.44917902,8.66798426,11.321890873903225,1098190100.38,1080263747.1709678
Binance-Coin,2018-09,10.088198597033333,11.54271411,9.046527317,10.0501113448,654740242.85,1016332087.7566667
Binance-Coin,2018-10,9.912374691612904,10.75224499,9.263961476,9.892817639580645,897432351.42,1219587110.8387096
Binance-Coin,2018-11,7.853237337866667,9.851551113,4.470285651,7.706717235233333,522913433.405,1013094946.91
Binance-Coin,2018-12,5.320275327419354,6.611134896,4.225133776,5.352312676387097,678920719.8100001,697939475.2516129
Binance-Coin,2019-01,6.3112468559999995,7.214436851,5.509173116,6.307003399774194,1370420596.82,817602916.8774194
Binance-Coin,2019-02,8.873488318714285,11.13596936,6.164456562,9.000562584428572,2770410734.17,1246472656.7107143
Binance-Coin,2019-03,14.77977139483871,17.99102781,10.28765899,15.01458216516129,5081386809.6,2097931161.516129
Binance-Coin,2019-04,20.643080926333333,25.58365843,16.73821378,20.783893444,6603556597.5,2917150942.233333
Binance-Coin,2019-05,26.761385531612902,35.77735272,18.6966985,27.110680084193547,12001325306.3,3790254706.709677
Binance-Coin,2019-06,34.007510468999996,39.44869962,29.1661741,33.96235183266666,14728922598.3,4794205280.666667
Binance-Coin,2019-07,30.25889144645161,34.70763573,24.4114698,30.093016622903225,9341370647.4,4380615084.032258
Binance-Coin,2019-08,27.53110104870968,31.79370782,21.11105633,27.30513917419355,6448173261.6,4256887596.677419
